%time,field.header.seq,field.header.stamp,field.header.frame_id,field.status.status,field.status.service,field.latitude,field.longitude,field.altitude,field.position_covariance0,field.position_covariance1,field.position_covariance2,field.position_covariance3,field.position_covariance4,field.position_covariance5,field.position_covariance6,field.position_covariance7,field.position_covariance8,field.position_covariance_type
1517688592892060457,102,1517688581034552097,/gps,0,1,21.3117966667,-157.88928,10.5,0.6241,0.0,0.0,0.0,0.6241,0.0,0.0,0.0,2.4964,1
1517688593968238301,103,1517688582106184005,/gps,0,1,21.3117966667,-157.88928,10.5,0.6241,0.0,0.0,0.0,0.6241,0.0,0.0,0.0,2.4964,1
1517688594994146753,104,1517688583113688945,/gps,0,1,21.311795,-157.88928,10.5,0.6241,0.0,0.0,0.0,0.6241,0.0,0.0,0.0,2.4964,1
1517688595990295144,105,1517688584105488061,/gps,0,1,21.311795,-157.88928,10.5,0.6241,0.0,0.0,0.0,0.6241,0.0,0.0,0.0,2.4964,1
1517688596912028521,106,1517688585049077033,/gps,0,1,21.311795,-157.88928,10.5,0.6241,0.0,0.0,0.0,0.6241,0.0,0.0,0.0,2.4964,1
1517688597961229321,107,1517688586104856967,/gps,0,1,21.311795,-157.88928,10.5,0.6241,0.0,0.0,0.0,0.6241,0.0,0.0,0.0,2.4964,1
1517688598957230827,108,1517688587096515893,/gps,0,1,21.311795,-157.88928,10.5,0.6241,0.0,0.0,0.0,0.6241,0.0,0.0,0.0,2.4964,1
1517688599986443665,109,1517688588104110002,/gps,0,1,21.3117966667,-157.88928,10.5,0.6241,0.0,0.0,0.0,0.6241,0.0,0.0,0.0,2.4964,1
1517688600972135895,110,1517688589111629962,/gps,0,1,21.3117966667,-157.88928,10.5,0.6241,0.0,0.0,0.0,0.6241,0.0,0.0,0.0,2.4964,1
1517688601945257488,111,1517688590071172952,/gps,0,1,21.311795,-157.88928,10.5,0.6241,0.0,0.0,0.0,0.6241,0.0,0.0,0.0,2.4964,1
1517688602988975063,112,1517688591111123085,/gps,0,1,21.311795,-157.88928,10.5,0.6241,0.0,0.0,0.0,0.6241,0.0,0.0,0.0,2.4964,1
1517688603976236712,113,1517688592102601051,/gps,0,1,21.311795,-157.88928,10.5,0.6241,0.0,0.0,0.0,0.6241,0.0,0.0,0.0,2.4964,1
1517688604968893502,114,1517688593110326051,/gps,0,1,21.311795,-157.88928,10.5,0.6241,0.0,0.0,0.0,0.6241,0.0,0.0,0.0,2.4964,1
1517688605967900768,115,1517688594085956096,/gps,0,1,21.311795,-157.88928,10.5,0.6241,0.0,0.0,0.0,0.6241,0.0,0.0,0.0,2.4964,1
1517688607010484142,116,1517688595125435113,/gps,0,1,21.311795,-157.88928,10.6,0.6241,0.0,0.0,0.0,0.6241,0.0,0.0,0.0,2.4964,1
1517688607968373742,117,1517688596085352897,/gps,0,1,21.311795,-157.88928,10.6,0.6241,0.0,0.0,0.0,0.6241,0.0,0.0,0.0,2.4964,1
1517688608945522980,118,1517688597076885938,/gps,0,1,21.311795,-157.88928,10.6,0.6241,0.0,0.0,0.0,0.6241,0.0,0.0,0.0,2.4964,1
1517688609942506747,119,1517688598084613084,/gps,0,1,21.311795,-157.88928,10.6,0.6241,0.0,0.0,0.0,0.6241,0.0,0.0,0.0,2.4964,1
1517688610919884073,120,1517688599060188055,/gps,0,1,21.311795,-157.88928,10.6,0.6241,0.0,0.0,0.0,0.6241,0.0,0.0,0.0,2.4964,1
1517688611958982459,121,1517688600052064895,/gps,0,1,21.311795,-157.88928,10.6,0.6241,0.0,0.0,0.0,0.6241,0.0,0.0,0.0,2.4964,1
1517688612917312166,122,1517688601043606042,/gps,0,1,21.311795,-157.88928,10.6,0.6241,0.0,0.0,0.0,0.6241,0.0,0.0,0.0,2.4964,1
1517688613929949807,123,1517688602067182064,/gps,0,1,21.311795,-157.88928,10.6,0.6241,0.0,0.0,0.0,0.6241,0.0,0.0,0.0,2.4964,1
1517688615962105756,125,1517688604098532915,/gps,0,1,21.311795,-157.88928,10.6,0.6241,0.0,0.0,0.0,0.6241,0.0,0.0,0.0,2.4964,1
1517688616983190037,126,1517688605106126070,/gps,0,1,21.311795,-157.88928,10.6,0.6241,0.0,0.0,0.0,0.6241,0.0,0.0,0.0,2.4964,1
1517688617925104429,127,1517688606049838066,/gps,0,1,21.311795,-157.88928,10.6,0.6241,0.0,0.0,0.0,0.6241,0.0,0.0,0.0,2.4964,1
1517688618970177949,128,1517688607089417934,/gps,0,1,21.311795,-157.88928,10.6,0.6241,0.0,0.0,0.0,0.6241,0.0,0.0,0.0,2.4964,1
1517688619953861137,129,1517688608080944061,/gps,0,1,21.311795,-157.88928,10.6,0.6241,0.0,0.0,0.0,0.6241,0.0,0.0,0.0,2.4964,1
1517688620952291633,130,1517688609088664054,/gps,0,1,21.311795,-157.88928,10.6,0.6241,0.0,0.0,0.0,0.6241,0.0,0.0,0.0,2.4964,1
1517688621936619869,131,1517688610080133914,/gps,0,1,21.311795,-157.88928,10.6,0.6241,0.0,0.0,0.0,0.6241,0.0,0.0,0.0,2.4964,1
1517688622914635368,132,1517688611039767026,/gps,0,1,21.311795,-157.88928,10.6,0.6241,0.0,0.0,0.0,0.6241,0.0,0.0,0.0,2.4964,1
1517688623922493311,133,1517688612063543081,/gps,0,1,21.311795,-157.88928,10.6,0.5929,0.0,0.0,0.0,0.5929,0.0,0.0,0.0,2.3716,1
1517688624996130990,134,1517688613103056907,/gps,0,1,21.311795,-157.88928,10.6,0.5929,0.0,0.0,0.0,0.5929,0.0,0.0,0.0,2.3716,1
1517688625991580684,135,1517688614126656055,/gps,0,1,21.311795,-157.88928,10.6,0.5929,0.0,0.0,0.0,0.5929,0.0,0.0,0.0,2.3716,1
1517688626935736519,136,1517688615054881095,/gps,0,1,21.311795,-157.88928,10.6,0.5929,0.0,0.0,0.0,0.5929,0.0,0.0,0.0,2.3716,1
1517688627966270494,137,1517688616110065937,/gps,0,1,21.311795,-157.88928,10.6,0.5929,0.0,0.0,0.0,0.5929,0.0,0.0,0.0,2.3716,1
1517688629005159499,138,1517688617117805004,/gps,0,1,21.311795,-157.88928,10.6,0.5929,0.0,0.0,0.0,0.5929,0.0,0.0,0.0,2.3716,1
